Data,Średnia waga (kg),Największa waga (kg),Najmniejsza waga (kg),Kalorie (kcal),Punkty kardio,Minuty intensywnego treningu,Dolna szerokość geograficzna (w stopniach),Dolna długość geograficzna (w stopniach),Górna szerokość geograficzna (w stopniach),Górna długość geograficzna (w stopniach),Średnie tętno (bpm),Najwyższe tętno (bpm),Najniższe tętno (bpm),Liczba kroków,Odległość (m),Średnia szybkość (m/s),Największa szybkość (m/s),Najmniejsza szybkość (m/s),Liczba minut ruchu,Jazda na rowerze – czas trwania (ms),Brak aktywności – czas trwania (ms),Marsz – czas trwania (ms),Bieg – czas trwania (ms),Badminton – czas trwania (ms),Turystyka piesza – czas trwania (ms),Sen – czas trwania (ms),Pływanie – czas trwania (ms),Inna – czas trwania (ms),Płytki sen – czas trwania (ms),Głęboki sen – czas trwania (ms),Wybudzenie ze snu – czas trwania (ms)
2020-08-24,,,,2122.9034482005527,50.0,50,52.4000737,16.9093016,52.4272907,16.930975,84.24478948901907,137.49609375,60.0,13202,8405.015348359942,0.5890639200449763,9.85446834564209,3.1199405202642083E-4,154,,43309441,9521327,,,,26820000,,,,,
2020-08-25,,,,2045.1115308930966,62.0,53,52.4208695,16.9031653,52.4274296,16.9196042,94.07777298130787,166.31619262695312,60.0,10746,7912.005411088467,0.7777799740102052,14.846770286560059,0.02530495636165142,113,,51140151,8003776,,,,24060000,,,,,
2020-08-26,,,,1819.4284835232108,31.0,31,52.4262602,16.9092164,52.4274699,16.919618,76.92566804432937,122.61424255371094,47.71951675415039,7073,4974.601606369019,0.6579473059074491,3.069627523422241,0.07161599397659302,75,,61543709,4104425,,,,16140000,,,,,
2020-08-27,,,,1768.4207927045563,64.0,52,52.4000294,16.9094446,52.4274478,16.9281638,84.06808341871825,173.39808654785156,55.779563903808594,13926,6722.613115906715,0.5004372936754655,14.707817077636719,0.05861359089612961,160,,51013524,2959355,63474,,,26640000,,,,,
2020-08-28,,,,2054.2784526729956,57.0,54,52.4055277,16.9085314,52.4275151,16.9345158,83.40590621750114,138.05722045898438,56.48366928100586,12808,8557.24260148406,0.4675454418601784,8.662230491638184,0.014312236569821835,137,,46157358,8227608,,,,30360000,,,,,
2020-08-29,,,,1905.878848235852,43.0,37,52.4239196,16.90384,52.4271932,16.912356,78.88885993047941,144.8428497314453,47.254554748535156,6281,4131.4355392456055,0.6574248267898417,14.201436996459961,0.044885676354169846,65,,43936915,5647641,,,,36300000,,,,,
2020-08-30,,,,1716.8745570291287,19.0,18,52.4009903,16.9095837,52.4274103,16.9193449,84.07210932274997,130.89903259277344,58.23282241821289,6133,3520.7412021160126,2.9838444028132094,31.023792266845703,0.15112458169460297,50,,42876538,2047608,62595,,,32280000,,,,,
2020-08-31,,,,2099.13824765927,126.0,108,52.4264868,16.7085424,53.1527868,16.9194471,93.27432743594615,168.95428466796875,58.317787170410156,14904,10829.457051038742,1.3366101057367379,28.03592300415039,0.08918295055627823,161,,44028900,9092151,,,,25560000,,,,,
2020-09-01,,,,2359.6083369010635,158.0,152,52.400244,16.9033511,52.427392,16.9373716,89.52079091702136,157.021728515625,57.59144592285156,23288,14884.453443454131,0.6717963358123213,17.268695831298828,0.011007673107087612,245,,40670747,13747106,,,,26400000,,,,,
2020-09-02,,,,1794.0620109526149,36.0,34,52.4007338,16.9093367,52.4274785,16.9340443,87.23844419816726,131.0140838623047,59.38859176635742,12334,5875.890152348653,0.5434010720272637,12.510313034057617,0.24287135899066925,126,,56882963,3498399,63124,,,23700000,,,,,
2020-09-03,,,,1855.5557486216753,42.0,41,52.4262753,16.9093689,52.4556499,16.9565222,77.64806598064007,125.41085815429688,57.36208724975586,10365,5617.069768130779,0.7696539214528116,16.03937339782715,0.061734139919281006,104,,55185467,4749329,,,,24660000,,,,,
2020-09-04,,,,1649.465084871153,16.0,16,52.4262527,16.9093966,52.4271824,16.912114,72.60334555951181,136.60467529296875,57.63780975341797,2991,1741.1271878480911,0.8577020692617624,4.255881309509277,0.19446469843387604,33,,46575711,1070430,,,,38100000,,,,,
2020-09-05,,,,1682.8821524120867,20.0,20,52.4266749,16.9093455,52.4274373,16.9195378,80.87175957429842,125.81932830810547,60.390506744384766,8202,3866.2912324368954,0.4337082572961566,2.267139196395874,0.24945558607578278,103,,52936955,1666955,,,,29100000,,,,,
2020-09-06,,,,1674.6208119075745,9.0,9,52.4264739,16.9098616,52.4267591,16.9099505,84.19032297559707,107.24405670166016,59.52140808105469,3177,1335.5132110118866,0.6640337953388059,4.520033836364746,0.07236436754465103,38,,51255531,302501,,574412,,33300000,,,,,
2020-09-07,,,,1953.1554120853543,50.0,50,52.4262676,16.9096961,52.4552219,16.9564153,85.62682265188883,136.0073699951172,60.54727554321289,8676,5846.6688264757395,0.46372565620572714,4.68878173828125,0.015574662014842033,81,,50924335,6490641,,,,26400000,,,,,
2020-09-08,,,,2211.085138499737,141.0,133,52.4046799,16.8995377,52.4305992,16.9482754,93.93720764389147,138.4783172607422,65.74574279785156,18931,12873.145954608917,0.8335843898665789,23.02537727355957,0.02360193245112896,192,,37681359,10741087,99689,,,34200000,,,,,
2020-09-09,,,,2100.0187555821612,115.0,93,52.3999218,16.90340383,52.4279612,16.945543,93.45047463012875,146.6158447265625,59.875,17681,12679.147989273071,0.736356897816514,13.566251754760742,0.02647288888692856,203,,40543912,9113207,,,,35340000,,,,,
2020-09-10,,,,1781.1936689850118,19.0,19,52.4267753,16.9097311,52.4551345,16.9563564,84.2444981234879,119.875,62.23902130126953,11761,5260.666479349136,0.6556416627061317,5.532197952270508,0.2514329254627228,162,,53307458,3417006,,,,26400000,,,,,
2020-09-11,,,,2101.429095039525,84.0,82,52.3995779,16.9037367,52.4381507,16.9483297,84.37522416512726,132.97792053222656,60.85261535644531,12944,10138.733967833221,0.9803908714515698,17.220233917236328,0.060759276151657104,127,,43607884,9138382,,,,29700000,,,,,
2020-09-12,,,,2086.3328161350796,113.0,112,52.4111628,16.9034845,52.4376685,16.9195452,82.55183702591974,131.45237731933594,56.85297393798828,15316,10341.005118563771,0.7640673972546376,16.233564376831055,0.025040054693818092,166,,44714110,8858191,,,,30240000,,,,,
2020-09-13,,,,1715.3296604421323,24.0,21,52.4270381,16.9142151,52.4301002,16.9479178,87.79916422421931,125.99485778808594,51.224613189697266,8005,4053.37563765049,1.099992647286773,4.4070024490356445,0.06453317403793335,77,,47683985,2116093,,,,29340000,,,,,
2020-09-14,,,,1820.6120441659796,34.0,34,52.4267702,16.9095539,52.4553496,16.956264,83.7187341412206,125.52485656738281,60.272613525390625,10055,5889.048022508621,0.6824651751768639,15.009422302246094,0.033877160400152206,103,,43128339,4125553,,,,26700000,,,,,
2020-09-15,,,,2179.0659201519434,160.0,129,52.4248134,16.6467156,53.155156,16.9480242,93.14987488548337,178.5286407470703,61.45600891113281,10101,22315.978754103184,3.3848099627597525,30.377124786376953,0.027523836120963097,166,3957773,35006556,6283086,,,,31860000,,1349,,,
2020-09-16,,,,2213.3917588926856,44.0,44,52.426422,16.9093643,52.4550676,16.9561879,83.24230532097471,120.43213653564453,60.35469436645508,8989,5664.084890723228,0.6458975661303981,15.688921928405762,0.012113556265830994,99,,45362188,11032291,45662,,,27000000,,,,,
2020-09-17,,,,1995.7276130357443,76.0,76,52.4262957,16.9095321,52.4551762,16.9563777,88.06911182504672,128.8109588623047,57.32992172241211,11757,8815.920781880617,0.6209255659794135,18.10206413269043,0.038938600569963455,116,,49246675,7251520,,,,26400000,,,,,
2020-09-18,,,,1938.674251220655,58.0,55,52.4004512,16.9061292,52.4273573,16.9330515,88.40457447478012,142.96875,63.23429870605469,11420,8231.090864956379,0.5235199977030671,6.622347831726074,0.0710752084851265,114,,55197160,5904200,65737,,,22800000,,,,,
2020-09-19,,,,1782.1295638699085,31.0,28,52.4270192,16.9116549,52.4617771,16.9226727,79.03836882278176,128.89268493652344,58.361968994140625,8722,3893.888249397278,0.8897386706855673,15.300418853759766,0.24760478734970093,95,,48884559,3384042,,,,29700000,,,,,
2020-09-20,,,,1907.0564271323383,57.0,55,52.424987593021775,16.9060145,52.4380796,16.9475319,84.5547892084696,142.46791076660156,57.2445182800293,8070,7015.657235264778,0.9828924574826096,13.443461418151855,0.01851436123251915,90,,43659413,5642200,,,,33000000,,,,,
2020-09-21,,,,1976.702232066542,61.0,59,52.4261089,16.9097203,52.4551232,16.9563052,84.55454632679272,157.97787475585938,58.18503952026367,11697,7919.597779552452,0.5642376984848543,6.399763107299805,0.05086354538798332,131,,43934313,6184064,317039,,,32160000,,,,,
2020-09-22,,,,2464.51453451626,145.0,142,52.4043876,16.8828395,52.4298061,16.9392228,92.14550167958093,135.97230529785156,60.98492431640625,18433,16277.252649366856,0.9312756432131684,14.730681419372559,0.0,208,,35961311,15501410,,,,29400000,,,,,
2020-09-23,,,,2711.618247644976,61.0,56,52.426302,16.9095201,52.455225,16.9599521,83.99966569714607,138.28897094726562,60.78287887573242,14222,8956.079480856657,0.8657725899276855,4.72145414352417,0.0,156,,34045560,20030772,,,,26940000,,,,,
2020-09-24,,,,3602.500370911633,502.0,360,50.73507231842765,15.6392078,52.4278144,16.9169033,124.81260499586423,175.92739868164062,68.39957427978516,29656,24408.268243938684,2.9203048255875075,71.99951171875,0.0033204196952283382,397,,25212353,1376977,,,21542837,18300000,,,,,
2020-09-25,,,,3015.4227911909393,361.0,280,50.76238831468502,15.5158639,50.8334792,15.6389066,125.92532976317945,154.8878173828125,91.38739776611328,28120,17804.325399696827,5.390054839134148,26.57325553894043,0.2570284605026245,339,,15956673,532757,,,19479993,26700000,,,,,
2020-09-26,,,,1695.7198467428486,21.0,21,52.4262273,16.909569,52.4285445,16.9168547,82.92775113623593,150.54229736328125,60.0,5889,3736.6622965335846,0.6084948200024619,4.083390712738037,0.24692784249782562,72,,52533472,1896118,,,,30000000,,,,,
2020-09-27,,,,1927.272410683434,69.0,61,52.423727,16.9089894,52.4326373,16.9282282,88.28747629823782,176.30772399902344,60.0,10580,7521.816552944481,0.5527186699423243,6.995746612548828,0.06649499386548996,107,,45394758,6025152,,,,33300000,,,,,
2020-09-28,,,,1885.0880930263222,54.0,54,52.4265014,16.9097358,52.4552472,16.9561284,,,,11487,6937.471593141556,0.8456015780167667,16.17530632019043,0.26865190267562866,154,,73241163,5649151,,,,1800000,,,,,
2020-09-29,,,,1964.9317917525768,58.0,56,52.4267129,16.9096149,52.4551243,16.9563406,83.87579776793814,140.17764282226562,59.837501525878906,10805,6944.860470235348,0.5324667563576417,5.9420013427734375,0.08481378853321075,118,,53465241,6685346,,,,24600000,,,,,
2020-09-30,,,,1841.0289953867843,68.0,57,52.4267787,16.9097436,52.4552643,16.9562583,83.04039989050676,154.83407592773438,58.26899719238281,11457,5899.492344465107,0.6248954134448568,14.322736740112305,0.20554625988006592,111,,50142926,4490014,,,,28500000,,,,,
2020-10-01,,,,2008.5406392690345,73.0,70,52.3996438,16.9096081,52.4383513,16.9224632,87.11245653775615,131.62445068359375,56.22482681274414,13411,7965.635306835175,0.6868515087356684,35.41323471069336,0.0,142,,48257859,7480242,,,,27000000,,,,,
2020-10-02,,,,1960.2542417297086,49.0,49,52.2295369,21.0007747,52.2472166,21.0223642,86.74796018789034,143.05368041992188,61.13908767700195,14405,7162.131411075592,2.486821159969685,27.621660232543945,0.12004411220550537,183,,35601102,7564856,167596,,,27000000,,,,,
2020-10-03,,,,2181.5297544506043,120.0,114,52.2195563,16.9092173,52.4276117,21.0188357,81.04837136320589,148.5724639892578,59.438690185546875,14335,9968.194614902139,1.1262565123384871,19.86132049560547,0.014310267753899097,151,,37228039,10568249,,,,27900000,,,,,
2020-10-04,,,,1966.2764662576528,71.0,69,52.4247875,16.9060433,52.4308595,16.9474789,89.36329955687492,127.10655975341797,59.73375701904297,12365,9785.122321277857,0.5225534944890736,14.948997497558594,0.06713204085826874,127,,51662296,6459935,,,,24900000,,,,,
2020-10-05,,,,1791.267986536026,33.0,32,52.4262794,16.9096764,52.4661998,16.9248693,85.40844550976219,153.10922241210938,56.776756286621094,7529,4828.72945857048,0.5222735112886117,6.900650978088379,0.039323590695858,76,,53323566,3540880,,,,26100000,,,,,
2020-10-06,,,,1747.3795334828612,26.0,26,52.4268414,16.9096684,52.4662081,16.9243866,84.62195322817747,129.43670654296875,61.32476806640625,7983,3603.813304424286,0.5709585738576152,2.9236533641815186,0.17177970707416534,91,,54559548,2817410,,,,25920000,,,,,
2020-10-07,,,,2208.2797099722957,90.0,86,52.3996621,16.9046534,52.4661663,16.9249044,85.35615215670012,141.1753692626953,59.875,13454,10089.255832910538,1.2428632339260983,14.592216491699219,0.03920351341366768,138,,44544956,11030246,,,,26400000,,,,,
2020-10-08,,,,1827.4473504673902,61.0,55,52.4014421,16.9094946,52.4273045,16.9194078,84.35253948344244,170.2054901123047,58.218196868896484,12371,6354.373614281416,0.8494105921015819,14.363500595092773,0.24299262464046478,136,,44235360,3972746,83431,,,35100000,,,,,
2020-10-09,,,,1898.0641712566398,48.0,46,52.4022156,16.8969941,52.4272932,16.9453379,84.6926343589842,133.9659423828125,63.26726531982422,9281,8684.798277974129,0.7631572222775818,18.751680374145508,0.008013131096959114,106,379749,54093171,4808285,,,,23820000,,,,,
2020-10-10,,,,1799.2750839319951,32.0,30,52.4074466,16.904243,52.4268254,16.9144093,81.81677800837546,126.21443176269531,58.97379684448242,8706,5491.544726185501,0.7764717556506419,24.577733993530273,0.1693505495786667,89,,46578833,3281716,62543,,,24300000,,,,,
2020-10-11,,,,1605.0215240716934,,,,,,,84.92137868131975,177.2692413330078,59.41341018676758,4328,2103.0222601890564,0.5736087416621787,2.5827341079711914,0.2462569624185562,51,,48092864,277076,,,,37200000,,,,,
2020-10-12,,,,1733.3539406528002,34.0,31,52.4074765,16.9093616,52.42746,16.9193314,75.4326251376795,131.17518615722656,52.19627380371094,8139,4332.827270001173,0.7229358284052915,16.66180419921875,0.244918093085289,80,,50917517,2534943,,,,32400000,,,,,
2020-10-13,,,,1668.5949009557867,13.0,13,52.4262242,16.909638,52.4271992,16.9119815,73.77760829787046,118.46614837646484,55.72471237182617,4497,2000.2260177731514,0.5551356094220955,4.143007278442383,0.035386666655540466,34,,50560372,1411914,,,,33900000,,,,,
2020-10-14,,,,1705.042552856635,30.0,30,52.423828,16.9056232,52.4322856,16.9120398,74.11792019296381,141.99217224121094,44.63633728027344,6644,3169.5066729165865,0.4114213762535306,10.314911842346191,0.049233872443437576,56,,55579287,2062383,,,,,,,18660000,9000000,
2020-10-15,,,,1702.582919926534,13.0,13,52.4262852,16.9092661,52.4272079,16.91209,73.53201389615687,131.3356170654297,50.93311309814453,5314,2566.1962232909846,0.3852738370627813,4.24863338470459,0.012394271790981293,46,,54365032,2018630,,,,,,,18840000,9420000,360000
2020-10-16,,,,1822.704201055747,48.0,44,52.4187724,16.9087127,52.427233,16.9194815,88.9874568646539,140.28457641601562,62.09783172607422,11538,5180.052822678001,0.7206609853283583,2.628924608230591,0.010950316675007343,115,,80021459,4152383,,,,,,,,,
2020-10-17,,,,1787.7667914073404,35.0,34,52.4020723,16.9040971,52.427434,16.9196139,75.5510969193913,138.1381378173828,48.387474060058594,7893,5299.552781045437,0.5711640848324735,4.608080863952637,0.05030759796500206,74,,51507498,3526820,,,,,,,17640000,9900000,840000
2020-10-18,,,,1600.1855844648487,,,,,,,68.97264458569619,111.63990783691406,50.07552719116211,2394,850.5450922250748,0.4476499742358457,2.0030083656311035,0.24411754310131073,13,,70074399,190748,,,,,,,9060000,5280000,600000
2020-10-19,,,,2852.9023176404176,29.0,29,52.4010869,16.9086319,52.4274444,16.9215969,89.82500984501701,131.95726013183594,56.183204650878906,7515,5601.257678091526,0.4340173934461919,8.786005973815918,0.0,58,,62657279,22472199,,,,,,,,,
2020-10-20,,,,1777.5688702967443,31.0,31,52.4262589,16.9058718,52.4360029,16.9134918,85.31395600840355,141.16046142578125,58.109195709228516,6954,4410.025234341621,0.6235671021236059,13.592857360839844,0.01083419006317854,75,,82127450,3357073,,,,,,,,,
2020-10-21,,,,1718.6995997814859,28.0,28,52.4255825,16.906074,52.4276017,16.9194861,85.53325250907486,128.99964904785156,61.15371322631836,7580,3763.7263392806053,0.6111563255566095,4.106431007385254,0.24278301000595093,63,,77869830,2280074,,,,,,,,,
2020-10-22,,,,1791.0902677265262,36.0,36,52.4270431,16.7191968,53.152405,16.9194324,85.66097647741441,137.13009643554688,60.0130615234375,7900,4874.561832532287,0.4201077284619455,3.4946696758270264,0.25604692101478577,70,,73439527,3574974,,,,,,,,,
2020-10-23,,,,2087.97872958684,81.0,79,52.399579,16.8983282,52.4280597,16.9195858,88.27349840562142,141.14511108398438,64.81036376953125,11233,8945.185217233375,0.5913406437210291,16.137142181396484,0.005434702150523663,98,,75993535,8813426,,,,,,,,,
2020-10-24,,,,1992.550167921536,65.0,65,52.4138966,16.9023085,52.4271113,16.9120705,84.73176371494417,133.81007385253906,61.89200973510742,9641,6905.468736574054,0.5145521458960979,6.906367778778076,0.015115792863070965,95,,78837741,7194799,,,,,,,,,
2020-10-25,,,,2118.2895066742544,64.0,64,52.4229718,16.8979369,52.4269923,16.9120449,79.66921848583665,125.14556121826172,56.15312576293945,8970,5363.048611804843,0.7705205003755269,3.3849740028381348,0.007229452952742577,88,,80530882,8257107,,,,,,,,,
2020-10-26,,,,1792.0714854904477,29.0,26,52.4240731,16.9041056,52.4269488,16.9100699,88.61871953992575,145.73834228515625,59.875,6147,4002.029497027397,0.4558483370495826,13.184289932250977,0.044404786080121994,58,,80122514,3616080,,,,,,,,,
2020-10-27,,,,1659.6642838547002,17.0,16,52.4240896,16.9041594,52.4268589,16.9100638,80.12620488099351,138.67910766601562,59.875,5260,3006.7644158899784,0.5960091164604248,6.360893249511719,0.24464567005634308,39,,83162563,1252495,,,,,,,,,
2020-10-28,,,,1885.042607163726,50.0,44,52.4256928,16.9091365,52.43597,16.9220642,82.5450850465489,140.1551055908203,60.59236145019531,9883,6324.334299087524,0.6420833085822142,4.2912373542785645,0.24451115727424622,95,,80182804,4979030,98543,,,,,,,,
2020-10-29,,,,1893.9851840041295,100.0,67,52.4069687,16.9035095,52.4269471,16.9389468,92.24082046104427,154.5277099609375,59.53989791870117,11068,6397.976197957993,0.846512977710327,33.0,0.01785852387547493,98,,79140987,5258619,43664,,,,,,,,
2020-10-30,,,,1888.7666713158687,80.0,63,52.4004471,16.9089783,52.4357769,16.9275809,90.45711546772314,144.0900421142578,58.76122283935547,11176,8033.7064272761345,0.7087691074615564,16.801889419555664,0.16784851253032684,119,,76730604,5070951,82848,,,,,,,,
2020-10-31,,,,1852.4555437180923,49.0,49,52.3995302,16.9074821,52.4274159,16.919918,86.48841976228913,126.76063537597656,58.634849548339844,8620,5397.665762215754,0.8053439942075677,15.559194564819336,0.2555464506149292,87,,79241036,4693987,,,,,,,,,
2020-11-01,,,,1706.8928255605827,25.0,20,52.4218192,16.9087693,52.4268358,16.9120615,84.27207549459372,147.25440979003906,57.475677490234375,5937,3453.0641653096363,0.7478880885780655,4.929898262023926,0.24293524026870728,51,,82181709,2095565,,,,,,,,,
2020-11-02,,,,1654.182096951671,11.0,11,52.4262946,16.909421,52.4272595,16.9125707,82.36808915609717,124.08985900878906,65.20186614990234,4913,2592.8783197402954,0.4313112333391445,2.6503946781158447,0.06810647994279861,47,,82311722,1154632,,,,,,,,,
2020-11-03,,,,1689.546767166979,11.0,11,52.4262763,16.9093916,52.4272088,16.9121163,81.99958482333416,136.06031799316406,60.90283203125,5990,2835.0695073604584,0.44458655113593154,6.195938587188721,0.013539818115532398,53,,82307965,1785924,,,,,,,,,
2020-11-04,,,,1849.4291213538868,19.0,17,52.4262827,16.9094951,52.4272232,16.9121182,83.8319818683429,143.91024780273438,61.22096633911133,5580,2710.21031075716,0.9326277324700443,5.022157669067383,0.011724354699254036,37,,80986026,4639962,,,,,,,,,
2020-11-05,,,,1715.538032942328,24.0,23,52.4251365,16.9095146,52.4271684,16.9189708,73.88054494497057,146.6728973388672,60.0,7222,4479.387205123901,0.6341049571628844,6.722037315368652,0.18468959629535675,86,,79364794,2249891,,,,,,,,,
2020-11-06,,,,1807.55433028706,29.0,27,52.4263289,16.9035871,52.4305274,16.9119583,83.57022983947931,135.0601348876953,60.0,7966,4565.509102106094,0.5802450381632402,22.497587203979492,0.017041146755218506,72,,78994771,3886529,,,,,,,,,
2020-11-07,,,,2123.333211866683,67.0,64,52.4250312,16.9093555,52.432622,16.9469592,81.18208255493899,146.89468383789062,47.16416549682617,13461,8484.00188082084,2.4085214989216777,10.430122375488281,0.0,136,,70021305,9529390,,,,,,,,,
2020-11-08,,,,1589.4999506785477,,,,,,,74.63786670172377,99.92829132080078,56.99014663696289,3442,1229.864082455635,1.271781734620564,3.287517786026001,0.24382448196411133,25,,84882173,,,,,,,,,,
2020-11-09,,,,1662.0306819403606,11.0,11,52.4262997,16.9094779,52.4272319,16.9124609,82.96567525787789,130.97796630859375,59.875,5786,3373.1313605308533,0.44398241922583054,2.854844570159912,0.10672055184841156,56,,81650121,1294737,,,,,,,,,
2020-11-10,,,,1872.2449275782874,14.0,14,52.4262482,16.9093625,52.4269918,16.9117974,80.10790121737061,148.88827514648438,57.4990234375,5495,2529.5910242795944,0.6754122669834138,10.774099349975586,0.24610738456249237,48,,79615990,5047244,,,,,,,,,
2020-11-11,,,,1593.911000506505,,,,,,,83.0329975107111,153.46774291992188,61.0130615234375,4191,1473.8582254648209,0.586126251008745,4.955308437347412,0.24329745769500732,25,,85447766,78742,,,,,,,,,
2020-11-12,,,,1634.090672152476,11.0,11,52.4263098,16.9091534,52.4267974,16.9120739,84.11780258271085,120.72492980957031,59.837501525878906,5485,2619.4724490642548,0.4817374432642014,9.83461856842041,0.2484789937734604,55,,81659789,1464630,,,,,,,,,
2020-11-13,,,,1692.165453715515,17.0,11,52.4262532,16.9093947,52.4271731,16.91237,83.25117781061388,186.80943298339844,58.50483703613281,8064,4299.978626717173,0.4838220784384823,3.1751232147216797,0.24331790208816528,88,,78879009,1832668,,,,,,,,,
2020-11-14,,,,2296.705236824801,80.0,72,52.4262947,16.9090545,52.4358745,16.9282695,83.97817194707281,148.04795837402344,61.39940643310547,12121,7678.066518556036,0.7514258877824073,5.877779006958008,0.02736327238380909,128,,69628227,12621630,1134,,,,,,,,
2020-11-15,,,,1598.6417627418555,,,,,,,96.50240390602258,123.35191345214844,59.875,6833,3349.3321133852005,0.4309360454205818,7.394202709197998,0.2559764087200165,71,,80534056,163188,,,,,,,,,
2020-11-16,,,,1610.7763772414935,,,,,,,84.93278885493967,133.99288940429688,53.034725189208984,6880,2830.492236852646,0.5375292509499331,2.618720054626465,0.18853537738323212,54,,72319855,379802,,,,,,,6060000,,480000
2020-11-17,,,,1602.8098060664295,1.0,1,,,,,73.31448128957122,109.01629638671875,55.989707946777344,6345,3048.6554437875748,0.357756996084777,1.2924163341522217,0.2391238659620285,68,,80764975,237592,,,,,,,,,
2020-11-18,,,,1815.906704975628,40.0,33,52.424015045166016,16.904155731201172,52.42721176147461,16.91199493408203,81.02576554609878,168.73146057128906,55.976139068603516,9019,5990.542340040207,0.7956012559598048,56.09328842163086,0.058872222900390625,102,,76330751,3845566,78274,,,,,,,,
2020-11-19,,,,1764.1218593780288,46.0,40,52.4143435,16.90477180480957,52.42692947387695,16.911965,92.39022916500001,142.8516082763672,58.35805130004883,9086,5843.942841172218,0.5826990763532438,3.218062400817871,0.24671374261379242,84,,56810891,3063623,,,,,,,,,
2020-11-20,,,,1569.4697409704295,123.0,104,52.4246826171875,16.908103942871094,52.4378662109375,16.9211759,84.87614746313432,153.94789123535156,59.81085205078125,17492,12212.538596987724,0.892716648200457,5.684484958648682,0.16477392613887787,176,,72898032,8142350,,,,,,,,,
2020-11-21,,,,1589.4998764123422,,,,,,,73.59315775507491,117.6768798828125,57.5411491394043,1645,608.7698804140091,0.5642430583345832,2.4590890407562256,0.24274574220180511,9,,79182531,,,,,60000,,,4560000,1500000,
2020-11-22,,,,1594.8638280927064,,,,,,,85.13823034797845,134.14768981933594,59.875,2901,1247.482468366623,0.5034244823756193,1.465063452720642,0.24318796396255493,23,,83388473,95750,,,,,,,,,
2020-11-23,,,,1753.1606308761052,34.0,33,52.424556732177734,16.90802764892578,52.4272267,16.9119832,86.5217736578849,136.9555206298828,61.179805755615234,7600,4277.513458326459,0.47195475639898393,4.188936233520508,0.04338714852929115,83,,79133249,2921486,,,,,,,,,
2020-11-24,,,,1877.6898744181594,68.0,67,52.4251961,16.9096736907959,52.437862396240234,16.9250251,87.9316395448123,134.68820190429688,59.71983337402344,13194,8633.298571944237,0.5900714129059567,17.265687942504883,0.1375032663345337,134,,78648694,4923596,56829,,,,,,,,
2020-11-25,,,,1619.9823348065356,1.0,1,,,,,73.32472377138599,114.31730651855469,55.39069747924805,4787,1863.5004241466522,0.6114534055667838,2.7352330684661865,0.24607804417610168,32,,83911871,329356,93650,,,,,,,,
2020-11-26,,,,1347.6989486546179,31.0,29,52.42511749267578,16.90900230407715,52.42725372314453,16.918546676635742,85.75107247346877,170.79396057128906,59.99675750732422,9311,6173.726092100143,0.5620103032327012,7.173851013183594,0.029017912223935127,97,,78513226,3876771,,,,,,,,,
2020-11-27,,,,1589.500014462467,,,,,,,79.2061575425233,122.93441009521484,51.14378356933594,3681,1103.4708276987076,0.3872091929596881,1.3634542226791382,0.23925445973873138,17,,86043674,,,,,,,,,,
2020-11-28,,,,2755.0723641666195,65.0,65,52.4222412109375,16.899160385131836,52.4376335,16.9193558,84.69959742687566,132.68170166015625,57.00116729736328,14208,9163.96233664453,0.5382012545861775,2.489598512649536,0.009548329748213291,177,,61106424,22194641,,,,,,,,,
2020-11-29,,,,1613.4473147703372,,,,,,,83.40318236934232,124.03202819824219,59.611087799072266,4200,1996.7479404211044,0.748785330311732,8.213445663452148,0.24408549070358276,40,,83991446,421770,,,,,,,,,
2020-11-30,,,,1604.5447396024638,,,,,,,77.60230997402023,124.94876098632812,52.33254623413086,4925,1978.1946555376053,1.1449902556246168,15.461039543151855,0.2480107545852661,38,,77222672,261705,,,,,,,4560000,,1500000
2020-12-01,,,,1803.233358027212,27.0,27,52.42618942260742,16.909423828125,52.42732238769531,16.912201,75.7354077348662,130.6014404296875,52.50697708129883,8214,4484.4489117460325,0.40780230132939244,16.815736770629883,0.01787024736404419,69,,79283868,3427748,168995,,,,,,,,
2020-12-02,,,,1603.3928367922165,,,,,,,73.8495905892584,96.58302307128906,50.1640625,4435,1752.276175379753,0.3483655553821724,4.499524116516113,0.2483866959810257,30,,78148496,247999,,,,,,,5760000,,
2020-12-03,,,,1744.8005456404721,35.0,35,52.42240905761719,16.900279998779297,52.42692565917969,16.90999412536621,80.28505478823016,136.0110626220703,56.34882354736328,7645,5278.893770337105,0.4587926753602681,2.9249041080474854,0.1733516901731491,83,,79682613,2772251,,,,,,,,,
2020-12-04,,,,1648.1538487514333,14.0,12,52.426246643066406,16.909500122070312,52.427330017089844,16.912099838256836,83.76093172918232,135.8975067138672,59.549957275390625,4658,2111.3594682216644,0.5808400490890446,3.6167094707489014,0.1034964919090271,35,,83867600,1046720,,,,,,,,,
2020-12-05,,,,1682.2939868743163,19.0,17,52.4261885,16.9091908,52.4271749,16.9121397,81.8880872689001,122.4094009399414,58.574798583984375,7122,3356.591741323471,2.669711295198404,35.80500030517578,0.12136096507310867,71,,62724182,1641562,,,,,,,,,
2020-12-06,,,,1634.537110337896,10.0,9,52.42630386352539,16.909442901611328,52.427242279052734,16.912221908569336,80.78197726523608,136.33346557617188,58.86104202270508,5961,2965.1857120990753,0.76791500003921,3.648817777633667,0.018802611157298088,59,,82962464,803954,,,,,,,,,
